qa_id,question,reference_answer,gold_citation,parent_id,parent_mapping_status,review_priority,top_score,score_margin,candidate_child_ids,candidate_citations,candidate_scores,top_evidence_preview,review_decision,gold_child_ids,answer_support,review_notes
QA_0202,What are organisations required to establish according to the regulation?,"Organisations are required to establish data quality checking processes to ensure the quality of the information stored in and transmitted from their databases. These processes should address errors in data entry, completeness of data, proper use of the ADREP taxonomy, and improve data consistency.",Article 7(3),GM_EU_376_2014_SEC_3_14,auto_mapped,high,0.403534,0.17661,GM_EU_376_2014_SEC_3_14__C0001;GM_EU_376_2014_SEC_3_14__C0002;GM_EU_376_2014_SEC_3_14__C0006;GM_EU_376_2014_SEC_3_14__C0003;GM_EU_376_2014_SEC_3_14__C0004,GM 3.14;GM 3.14;GM 3.14;GM 3.14;GM 3.14,0.403534;0.226924;0.164986;0.16472;0.154748,Key principle Organisations are required to establish data quality checking processes to ensure the quality of the information stored in and transmitted from their databases (Article 7(3)).,,,,
QA_0203,What will the European Commission provide to assist organisations in developing quality rules?,The European Commission is developing reference material that will help organisations to develop their own quality rules. This material will include coding guidelines for mandatory occurrences listed in Regulation 2015/1018 and will be available on the European Reporting Portal once finalised.,Article 7(3),GM_EU_376_2014_SEC_3_14,auto_mapped,medium,0.602197,0.504126,GM_EU_376_2014_SEC_3_14__C0007;GM_EU_376_2014_SEC_3_14__C0001;GM_EU_376_2014_SEC_3_14__C0002;GM_EU_376_2014_SEC_3_14__C0004;GM_EU_376_2014_SEC_3_14__C0003,GM 3.14;GM 3.14;GM 3.14;GM 3.14;GM 3.14,0.602197;0.098071;0.039121;0.032326;0.0,The European Commission is developing reference material that will help organisations to develop their own quality rules. This reference material will contain coding guidelines for all mandatorily occurrences listed in Regulation 2015/1018 ,,,,
QA_0204,What is the timeline for organisations to report preliminary results of an occurrence?,Organisations are required to report preliminary results within 30 days from the date of notification of the occurrence by the reporter and are encouraged to report final results as soon as available and no later than three months after the notification.,Article 13(4) and (5),GM_EU_376_2014_SEC_3_15,auto_mapped,medium,0.627237,0.274255,GM_EU_376_2014_SEC_3_15__C0002;GM_EU_376_2014_SEC_3_15__C0006;GM_EU_376_2014_SEC_3_15__C0007;GM_EU_376_2014_SEC_3_15__C0003;GM_EU_376_2014_SEC_3_15__C0004,GM 3.15;GM 3.15;GM 3.15;GM 3.15;GM 3.15,0.627237;0.352982;0.059544;0.05378;0.027332,Key principle Among reportable occurrences only those for which the analysis (of single occurrence or together with a group of other occurrences) has led to the identification of an actual or potential aviation safety risk are covered by th,,,,
QA_0205,What types of occurrences are subject to further reporting obligations to the competent authority?,Only those occurrences which are reportable and for which the analysis has led to the identification of an actual or potential aviation safety risk are covered by the obligation to transfer analysis and follow-up related information.,Section 3.7,GM_EU_376_2014_SEC_3_15,auto_mapped,medium,0.569021,0.203048,GM_EU_376_2014_SEC_3_15__C0002;GM_EU_376_2014_SEC_3_15__C0004;GM_EU_376_2014_SEC_3_15__C0003;GM_EU_376_2014_SEC_3_15__C0001;GM_EU_376_2014_SEC_3_15__C0007,GM 3.15;GM 3.15;GM 3.15;GM 3.15;GM 3.15,0.569021;0.365973;0.361523;0.345727;0.219822,Key principle Among reportable occurrences only those for which the analysis (of single occurrence or together with a group of other occurrences) has led to the identification of an actual or potential aviation safety risk are covered by th,,,,
QA_0206,What measures are organisations required to take regarding the confidentiality of occurrence reports?,Organisations are required to take the necessary measures to ensure appropriate confidentiality of occurrences they collect and to comply with rules on the processing of personal data. A clear separation between the departments handling occurrence reports and the rest of the organisation is encouraged to achieve this objective.,Recital 34,GM_EU_376_2014_SEC_3_16,auto_mapped,high,0.458519,0.150635,GM_EU_376_2014_SEC_3_16__C0002;GM_EU_376_2014_SEC_3_16__C0003;GM_EU_376_2014_SEC_3_16__C0004;GM_EU_376_2014_SEC_3_16__C0012;GM_EU_376_2014_SEC_3_16__C0008,GM 3.16;GM 3.16;GM 3.16;GM 3.16;GM 3.16,0.458519;0.307884;0.139745;0.130303;0.113486,Key principle Organisations are required to take the necessary measures to ensure appropriate confidentiality of occurrences they collect and to comply with rules on the processing of personal data.,,,,
QA_0207,What are the exceptions to the principle that protects reporters of occurrence reports?,"Regulation 376/2014 recognises two exceptions to the protective principle: wilful misconduct and situations involving a manifest, severe and serious disregard of an obvious risk that causes foreseeable damage or compromises aviation safety.",Article 16(10),GM_EU_376_2014_SEC_3_16,auto_mapped,medium,0.578375,0.396407,GM_EU_376_2014_SEC_3_16__C0009;GM_EU_376_2014_SEC_3_16__C0005;GM_EU_376_2014_SEC_3_16__C0011;GM_EU_376_2014_SEC_3_16__C0003;GM_EU_376_2014_SEC_3_16__C0012,GM 3.16;GM 3.16;GM 3.16;GM 3.16;GM 3.16,0.578375;0.181968;0.166289;0.145663;0.13915,"Key principle Regulation 376/2014 recognises two exceptions to this principle (Article 16(10)): wilful misconduct; and situations where there has been a manifest, severe and serious disregard of an obvious risk and profound failure of profe",,,,
QA_0208,What type of protection rules apply to the competent authority database?,"Strong protection rules apply to the competent authority database, and it is subject to even stricter protection rules when the information is transferred to the European Central Repository (ECR). Access to the ECR is restricted to regulatory and investigation authorities, EASA, and the European Commission.","Sections 2.12, 2.13, 4.3, 4.7 and 4.8",GM_EU_376_2014_SEC_3_17,auto_mapped,medium,0.571055,0.26752,GM_EU_376_2014_SEC_3_17__C0002;GM_EU_376_2014_SEC_3_17__C0001,GM 3.17;GM 3.17,0.571055;0.303535,"All information contained in a competent authority database is later transferred to the European Central Repository (ECR). The database is subject to even stricter protection rules. Indeed, in addition to the legal provisions to limiting th",,,,
QA_0209,Who has access to the European Central Repository (ECR)?,"Access to the ECR is restricted to regulatory and investigation authorities, the EASA, and the European Commission. This access is granted by a controlled and restricted personal access code based on a unique IP address.",Text,GM_EU_376_2014_SEC_3_17,auto_mapped,medium,0.718277,0.718277,GM_EU_376_2014_SEC_3_17__C0002;GM_EU_376_2014_SEC_3_17__C0001,GM 3.17;GM 3.17,0.718277;0.0,"All information contained in a competent authority database is later transferred to the European Central Repository (ECR). The database is subject to even stricter protection rules. Indeed, in addition to the legal provisions to limiting th",,,,
QA_0210,What is the timeline for the competent authority to integrate an initial report into the ECR?,The competent authority has 30 days from the day of the reception of the initial report to integrate this report in the ECR.,GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_4_1,auto_mapped,medium,0.502843,0.502843,GM_EU_376_2014_SEC_4_1__C0001;GM_EU_376_2014_SEC_4_1__C0002,GM 4.1;GM 4.1,0.502843;0.0,"The green boxes and lines in the diagram below illustrate the obligation of the competent authority in terms of reporting flow. From the day of the reception of the initial report, it has 30 days to integrate this report in the ECR. In the ",,,,
QA_0211,What is the obligation of the competent authority regarding follow-up information?,"In the case of follow-up, the competent authority has two months to send updated information to the ECR.",GM to Reg. (EU) No 376/2014,GM_EU_376_2014_SEC_4_1,auto_mapped,medium,0.475879,0.406308,GM_EU_376_2014_SEC_4_1__C0001;GM_EU_376_2014_SEC_4_1__C0002,GM 4.1;GM 4.1,0.475879;0.069571,"The green boxes and lines in the diagram below illustrate the obligation of the competent authority in terms of reporting flow. From the day of the reception of the initial report, it has 30 days to integrate this report in the ECR. In the ",,,,
QA_0212,What are the two systems established by Regulation 376/2014 for reporting obligations?,Regulation 376/2014 establishes two different systems: the mandatory one and the voluntary one. This differentiation clarifies reporting obligations for reporters and organizations.,Section 3.7,GM_EU_376_2014_SEC_4_2,auto_mapped,medium,0.539464,0.352474,GM_EU_376_2014_SEC_4_2__C0002;GM_EU_376_2014_SEC_4_2__C0003;GM_EU_376_2014_SEC_4_2__C0004;GM_EU_376_2014_SEC_4_2__C0001;GM_EU_376_2014_SEC_4_2__C0005,GM 4.2;GM 4.2;GM 4.2;GM 4.2;GM 4.2,0.539464;0.18699;0.031919;0.0;0.0,"Regulation 376/2014 establishes two different systems, the mandatory one and the voluntary one, in order to clarify reporting obligations for reporters and for organisations. It is understood that this differentiation has no impact at the l",,,,
QA_0213,How does the competent authority handle occurrences reported by organizations and individuals?,"All occurrences reported by an organization to its competent authority shall be handled and addressed in the same manner, regardless of whether they are mandatorily or voluntarily reported. Similarly, occurrences reported directly by individuals are also handled in the same manner by the competent authority.",Section 3.7,GM_EU_376_2014_SEC_4_2,auto_mapped,medium,0.566608,0.265094,GM_EU_376_2014_SEC_4_2__C0003;GM_EU_376_2014_SEC_4_2__C0004;GM_EU_376_2014_SEC_4_2__C0001;GM_EU_376_2014_SEC_4_2__C0002;GM_EU_376_2014_SEC_4_2__C0005,GM 4.2;GM 4.2;GM 4.2;GM 4.2;GM 4.2,0.566608;0.301514;0.079422;0.064614;0.033306,Key principle All occurrences reported by an organisation to its competent authority in application of Regulation 376/2014 and its implementing rules shall be handled and addressed in the same manner by this competent authority. All occurre,,,,
QA_0214,What is the timeline for transferring information on occurrences?,"Information on occurrences shall be transferred within 30 days of receipt, while information related to their analysis and follow-up shall be transferred within 2 months of receipt.","Article 9(1), Article 13(9)",GM_EU_376_2014_SEC_4_3,auto_mapped,medium,0.633183,0.507096,GM_EU_376_2014_SEC_4_3__C0002;GM_EU_376_2014_SEC_4_3__C0004;GM_EU_376_2014_SEC_4_3__C0007;GM_EU_376_2014_SEC_4_3__C0008;GM_EU_376_2014_SEC_4_3__C0003,GM 4.3;GM 4.3;GM 4.3;GM 4.3;GM 4.3,0.633183;0.126087;0.09747;0.074186;0.060473,This includes information on occurrences (Article 9(1)) which shall be transferred within 30 days of receipt as well as information related to their analysis and follow-up which shall be transferred within 2 months of receipt (Article 13(9),,,,
QA_0215,What is required of a competent authority if it identifies safety matters of interest to another competent authority?,"If a competent authority identifies safety matters that may be of interest to another competent authority, it is required to forward all pertinent safety-related information to that relevant competent authority as soon as possible.",Article 9(3),GM_EU_376_2014_SEC_4_3,auto_mapped,medium,0.680229,0.391201,GM_EU_376_2014_SEC_4_3__C0004;GM_EU_376_2014_SEC_4_3__C0006;GM_EU_376_2014_SEC_4_3__C0007;GM_EU_376_2014_SEC_4_3__C0008;GM_EU_376_2014_SEC_4_3__C0012,GM 4.3;GM 4.3;GM 4.3;GM 4.3;GM 4.3,0.680229;0.289028;0.201277;0.18536;0.124794,"Key principle In addition, if, while handling occurrences, a competent authority identifies safety matters which may be of interest to another competent authority or which possibly requires safety action to be taken by another competent aut",,,,
QA_0216,What is the timeline for competent authorities to send initial notifications to the ECR?,Competent authorities are required to send to the ECR initial notifications received from organisations and individuals within 30 days after registering them in their database. This timeline is considered doable in practice since the reception of the initial notification.,Article 9(1),GM_EU_376_2014_SEC_4_4,auto_mapped,high,0.509714,0.260128,GM_EU_376_2014_SEC_4_4__C0001;GM_EU_376_2014_SEC_4_4__C0002;GM_EU_376_2014_SEC_4_4__C0003;GM_EU_376_2014_SEC_4_4__C0004;GM_EU_376_2014_SEC_4_4__C0005,GM 4.4;GM 4.4;GM 4.4;GM 4.4;GM 4.4,0.509714;0.249586;0.157988;0.111548;0.0,Key principle Competent authorities are required to send to the ECR initial notifications received from organisations and individuals within 30 days after registering them in their database (Article 9(1)).,,,,
QA_0217,What information must be sent to the ECR related to follow-ups or final reports?,"Competent authorities are required to send to the ECR information related to analysis and follow-up no later than 2 months from the registration of the follow-up or final report. Additionally, any safety-related information obtained by a Member State or by EASA on any reported occurrence should also be transmitted within the next 2 months.",Article 13(9),GM_EU_376_2014_SEC_4_4,auto_mapped,high,0.431279,0.028476,GM_EU_376_2014_SEC_4_4__C0004;GM_EU_376_2014_SEC_4_4__C0003;GM_EU_376_2014_SEC_4_4__C0005;GM_EU_376_2014_SEC_4_4__C0001;GM_EU_376_2014_SEC_4_4__C0002,GM 4.4;GM 4.4;GM 4.4;GM 4.4;GM 4.4,0.431279;0.402803;0.126973;0.124332;0.081932,Any additional safety-related information obtained by a Member State or by EASA on any reported occurrence should be also transmitted to the ECR within the next 2 months after registering such information.,,,,
